"borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"5616",2,"THROGS NECK              ","02  TWO FAMILY DWELLINGS                    ","1",5606,164,NA,"B1","199 BALCOM AVENUE                        ","            ",10465,2,0,2,2100,1836,1960,1,"B1","$ 455,000","2015-11-04",455000,1836,2100,0
"5617",2,"THROGS NECK              ","02  TWO FAMILY DWELLINGS                    ","1",5606,164,NA,"B1","199 BALCOM AVENUE                        ","            ",10465,2,0,2,2100,1836,1960,1,"B1","$ 462,000","2015-06-25",462000,1836,2100,0
"5618",2,"THROGS NECK              ","02  TWO FAMILY DWELLINGS                    ","1",5606,172,NA,"B1","2717 SCHURZ AVENUE                       ","            ",10465,2,0,2,3000,3164,1965,1,"B1","$ 580,000","2016-04-04",580000,3164,3000,0
"5619",2,"THROGS NECK              ","02  TWO FAMILY DWELLINGS                    ","1",5607,32,NA,"B3","196 EMERSON AVENUE                       ","            ",10465,2,0,2,2500,2489,1930,1,"B3","$ 420,000","2015-12-01",420000,2489,2500,0
"5620",2,"THROGS NECK              ","03  THREE FAMILY DWELLINGS                  ","1",5431,58,NA,"C0","2919 RANDALL AVENUE                      ","            ",10465,3,0,3,4375,1566,1915,1,"C0","$ 499,000","2015-12-30",499000,1566,4375,0
"5622",2,"THROGS NECK              ","03  THREE FAMILY DWELLINGS                  ","1",5441,41,NA,"C0","3020 SCHLEY AVENUE                       ","            ",10465,3,0,3,3096,2898,1930,1,"C0","$ 400,000","2016-02-03",4e+05,2898,3096,0
"5624",2,"THROGS NECK              ","03  THREE FAMILY DWELLINGS                  ","1",5441,42,NA,"C0","569 HOLLYWOOD AVENUE                     ","            ",10465,3,0,3,5000,3537,1986,1,"C0","$ 600,000","2015-06-29",6e+05,3537,5000,0
"5627",2,"THROGS NECK              ","03  THREE FAMILY DWELLINGS                  ","1",5497,18,NA,"C0","247 KEARNEY AVENUE                       ","            ",10465,3,0,3,3656,2914,1960,1,"C0","$ 215,000","2015-11-18",215000,2914,3656,0
"5628",2,"THROGS NECK              ","03  THREE FAMILY DWELLINGS                  ","1",5500,31,NA,"C0","184 THROGS NECK BLVD                     ","            ",10465,3,0,3,3880,4002,1950,1,"C0","$ 619,000","2015-12-11",619000,4002,3880,0
"5629",2,"THROGS NECK              ","03  THREE FAMILY DWELLINGS                  ","1",5518,1121,NA,"C0","215 REYNOLDS AVENUE                      ","            ",10465,3,0,3,3400,2754,2005,1,"C0","$ 640,000","2015-12-30",640000,2754,3400,0
"5630",2,"THROGS NECK              ","03  THREE FAMILY DWELLINGS                  ","1",5559,190,NA,"C0","2472 WENNER PLACE                        ","            ",10465,3,0,3,2900,3276,2004,1,"C0","$ 569,000","2015-06-12",569000,3276,2900,0
"5631",2,"THROGS NECK              ","03  THREE FAMILY DWELLINGS                  ","1",5577,14,NA,"C0","453 REVERE AVENUE                        ","            ",10465,3,0,3,3579,2320,1910,1,"C0","$ 465,000","2015-08-13",465000,2320,3579,0
"5633",2,"THROGS NECK              ","03  THREE FAMILY DWELLINGS                  ","1",5590,27,NA,"C0","2851 LAWTON AVE                          ","            ",10465,3,0,3,2508,2400,1930,1,"C0","$ 527,000","2015-07-16",527000,2400,2508,0
"5693",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",4993,67,NA,"A1","4259 CARPENTER AVE                       ","            ",10466,1,0,1,2529,1372,1910,1,"A1","$ 389,000","2015-07-30",389000,1372,2529,0
"5694",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",4996,76,NA,"A5","668 EAST 236 STREET                      ","            ",10466,1,0,1,2061,1890,1950,1,"A5","$ 295,000","2015-12-17",295000,1890,2061,0
"5695",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5000,27,NA,"A5","4225 BRONXWOOD AVENUE                    ","            ",10466,1,0,1,1785,1728,1950,1,"A5","$ 324,450","2015-12-03",324450,1728,1785,0
"5696",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5003,49,NA,"A1","4128 DIGNEY AVENUE                       ","            ",10466,1,0,1,2500,2261,1920,1,"A1","$ 365,000","2016-03-18",365000,2261,2500,0
"5697",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5004,23,NA,"A1","4133 GUNTHER AVENUE                      ","            ",10466,1,0,1,2500,1266,1930,1,"A1","$ 235,000","2016-03-11",235000,1266,2500,0
"5698",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5006,36,NA,"A1","4247 BOYD AVENUE                         ","            ",10466,1,0,1,2310,1328,1930,1,"A1","$ 316,683","2015-06-25",316683,1328,2310,0
"5699",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5007,13,NA,"A1","4230 BOYD AVENUE                         ","            ",10466,1,0,1,1942,1852,1930,1,"A1","$ 280,500","2015-07-23",280500,1852,1942,0
"5700",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5009,15,NA,"A5","4155 BRUNER AVENUE                       ","            ",10466,1,0,1,1800,1188,1960,1,"A5","$ 350,000","2015-06-29",350000,1188,1800,0
"5701",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5010,61,NA,"A1","4122 BRUNER AVENUE                       ","            ",10466,1,0,1,2500,1346,1930,1,"A1","$ 378,000","2015-06-01",378000,1346,2500,0
"5703",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5011,11,NA,"A1","4233 WICKHAM AVENUE                      ","            ",10466,1,0,1,2379,1184,1920,1,"A1","$ 342,000","2015-10-30",342000,1184,2379,0
"5704",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5016,28,NA,"A5","4145 BAYCHESTER AVE                      ","            ",10466,1,0,1,1350,1224,1955,1,"A5","$ 175,000","2016-02-29",175000,1224,1350,0
"5706",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5020,12,NA,"A5","4134 BAYCHESTER AVENUE                   ","            ",10466,1,0,1,2000,1683,1950,1,"A5","$ 372,000","2015-12-28",372000,1683,2000,0
"5708",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5021,27,NA,"A1","4154 DE REIMER AVENUE                    ","            ",10466,1,0,1,2375,1402,1920,1,"A1","$ 318,000","2016-02-09",318000,1402,2375,0
"5709",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5022,53,NA,"A5","4165B MURDOCK AVENUE                     ","            ",10466,1,0,1,2700,1976,2006,1,"A5","$ 220,000","2015-11-18",220000,1976,2700,0
"5710",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5024,10,NA,"A5","4225 WILDER AVENUE                       ","            ",10466,1,0,1,2046,1515,1950,1,"A5","$ 380,000","2015-11-24",380000,1515,2046,0
"5711",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5027,18,NA,"A1","4141 MONTICELLO AVE                      ","            ",10466,1,0,1,3555,1382,1950,1,"A1","$ 425,000","2015-11-03",425000,1382,3555,0
"5712",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5027,18,NA,"A1","4141 MONTICELLO AVENUE                   ","            ",10466,1,0,1,3555,1382,1950,1,"A1","$ 250,000","2015-05-29",250000,1382,3555,0
"5713",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5034,7,NA,"A5","4343 CARPENTER AVENUE                    ","            ",10466,1,0,1,1793,1252,1940,1,"A5","$ 450,000","2015-07-29",450000,1252,1793,0
"5714",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5044,24,NA,"A1","4330 FURMAN AVENUE                       ","            ",10466,1,0,1,2375,1332,1925,1,"A1","$ 315,000","2015-11-13",315000,1332,2375,0
"5715",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5048,4,NA,"A1","4393 BARNES AVENUE                       ","            ",10466,1,0,1,2028,968,1930,1,"A1","$ 135,000","2015-08-13",135000,968,2028,0
"5717",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5050,21,NA,"A1","4344 BOYD AVENUE                         ","            ",10466,1,0,1,2435,1318,1925,1,"A1","$ 370,000","2015-08-13",370000,1318,2435,0
"5718",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5050,57,NA,"A2","4345 GUNTHER AVENUE                      ","            ",10466,1,0,1,2435,1280,1940,1,"A2","$ 200,990","2015-08-03",200990,1280,2435,0
"5719",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5052,11,NA,"A1","4316 WICKHAM AVENUE                      ","            ",10466,1,0,1,2435,1264,1925,1,"A1","$ 340,000","2015-06-26",340000,1264,2435,0
"5720",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5053,7,NA,"A1","4318 BRUNER AVENUE                       ","            ",10466,1,0,1,2500,1828,1925,1,"A1","$ 373,000","2015-07-29",373000,1828,2500,0
"5721",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5053,61,NA,"A1","4351 ELY AVENUE                          ","            ",10466,1,0,1,2923,1272,1925,1,"A1","$ 310,800","2016-03-01",310800,1272,2923,0
"5722",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5054,44,NA,"A1","1908 NEREID AVENUE                       ","            ",10466,1,0,1,2700,1241,1925,1,"A1","$ 395,000","2015-12-31",395000,1241,2700,0
"5723",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5055,6,NA,"A1","4312 GRACE AVENUE                        ","            ",10466,1,0,1,2435,1952,1925,1,"A1","$ 400,000","2016-01-25",4e+05,1952,2435,0
"5724",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5055,32,NA,"A1","4378 GRACE AVENUE                        ","            ",10466,1,0,1,2435,1264,1925,1,"A1","$ 260,000","2015-08-18",260000,1264,2435,0
"5725",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5055,48,NA,"A1","4367 EDSON AVENUE                        ","            ",10466,1,0,1,2923,1600,1935,1,"A1","$ 424,000","2015-09-21",424000,1600,2923,0
"5726",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5055,68,NA,"A5","4325 EDSON AVENUE                        ","            ",10466,1,0,1,1754,1296,1935,1,"A5","$ 280,000","2016-04-15",280000,1296,1754,0
"5727",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5058,32,NA,"A1","4370 DE REIMER AVENUE                    ","            ",10466,1,0,1,1750,1152,1940,1,"A1","$ 200,000","2015-06-15",2e+05,1152,1750,0
"5728",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5058,48,NA,"A2","4373 WILDER AVENUE                       ","            ",10466,1,0,1,2125,546,1910,1,"A2","$ 204,000","2016-03-30",204000,546,2125,0
"5729",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5059,13,NA,"A2","4318 WILDER AVENUE                       ","            ",10466,1,0,1,4875,1960,1910,1,"A2","$ 350,000","2015-05-11",350000,1960,4875,0
"5732",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5067,60,NA,"A1","4421 MATILDA AVENUE                      ","            ",10470,1,0,1,5000,1562,1920,1,"A1","$ 400,000","2015-10-15",4e+05,1562,5000,0
"5733",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5074,70,NA,"A5","4543 BRONX BOULEVARD                     ","            ",10470,1,0,1,2525,1224,1970,1,"A5","$ 350,000","2016-01-08",350000,1224,2525,0
"5734",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5075,75,NA,"A1","4551 CARPENTER AVENUE                    ","            ",10470,1,0,1,2500,1496,1925,1,"A1","$ 350,000","2016-03-25",350000,1496,2500,0
"5735",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5082,31,NA,"A5","650 EAST 241 STREET                      ","            ",10470,1,0,1,1431,1224,1960,1,"A5","$ 327,800","2015-07-31",327800,1224,1431,0
"5736",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5084,53,NA,"A1","4562 GARDEN PLACE                        ","            ",10470,1,0,1,2889,1700,1905,1,"A1","$ 375,000","2016-01-21",375000,1700,2889,0
"5741",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5097,13,NA,"A2","4418 MURDOCK AVENUE                      ","            ",10466,1,0,1,3930,1200,1945,1,"A2","$ 406,300","2015-07-07",406300,1200,3930,0
"5742",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5097,50,NA,"A2","4449 HILL AVE                            ","            ",10466,1,0,1,3464,1224,1910,1,"A2","$ 340,000","2015-05-05",340000,1224,3464,0
"5743",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5099,52,NA,"A2","4435 SETON AVENUE                        ","            ",10466,1,0,1,2525,1187,1925,1,"A2","$ 325,000","2016-02-22",325000,1187,2525,0
"5744",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5100,24,NA,"A5","4451 MUNDY LANE                          ","            ",10466,1,0,1,2266,1293,1930,1,"A5","$ 352,000","2015-10-29",352000,1293,2266,0
"5745",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5105,34,NA,"A2","4742 CARPENTER                           ","            ",10470,1,0,1,2375,665,1910,1,"A2","$ 210,344","2015-07-30",210344,665,2375,0
"5746",2,"WAKEFIELD                ","01  ONE FAMILY DWELLINGS                    ","1",5117,80,NA,"A1","824 CRANFORD AVENUE                      ","            ",10470,1,0,1,4726,2184,1930,1,"A1","$ 400,000","2015-05-11",4e+05,2184,4726,0
"5748",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",4994,35,NA,"B2","637 EAST 233RD STREET                    ","            ",10466,2,0,2,2860,1552,1910,1,"B2","$ 260,000","2015-09-24",260000,1552,2860,0
"5749",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",4995,72,NA,"B2","674 EAST 235TH                           ","            ",10466,2,0,2,2863,2324,1915,1,"B2","$ 212,000","2015-10-07",212000,2324,2863,0
"5750",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",4996,21,NA,"B2","661 EAST 235 STREET                      ","            ",10466,2,0,2,3013,1054,1901,1,"B2","$ 432,500","2016-01-22",432500,1054,3013,0
"5751",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",4997,20,NA,"B1","766 EAST 234 STREET                      ","            ",10466,2,0,2,1800,2700,2007,1,"B1","$ 491,790","2015-10-30",491790,2700,1800,0
"5753",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",4998,75,NA,"B1","728 EAST 235 STREET                      ","            ",10466,2,0,2,2683,1612,1940,1,"B1","$ 450,000","2015-06-19",450000,1612,2683,0
"5757",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5001,62,NA,"B3","4259 BRONXWOOD AVENUE                    ","            ",10466,2,0,2,3844,1321,1932,1,"B3","$ 437,450","2016-02-08",437450,1321,3844,0
"5758",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5002,61,NA,"B1","4200 BRONXWOOD AVENUE                    ","            ",10466,2,0,2,4384,2911,1949,1,"B1","$ 470,000","2015-08-05",470000,2911,4384,0
"5760",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5003,44,NA,"B3","4116 DIGNEY AVENUE                       ","            ",10466,2,0,2,2500,1434,1932,1,"B3","$ 292,899","2016-03-02",292899,1434,2500,0
"5762",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5005,21,NA,"B3","4235 DIGNEY AVENUE                       ","            ",10466,2,0,2,2356,1674,1955,1,"B3","$ 304,200","2016-01-28",304200,1674,2356,0
"5763",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5005,71,NA,"B2","4248 BRONXWOOD                           ","            ",10466,2,0,2,3218,2000,1930,1,"B2","$ 330,000","2015-12-21",330000,2000,3218,0
"5765",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5006,53,NA,"B3","4219 BOYD AVENUE                         ","            ",10466,2,0,2,1810,1400,1930,1,"B3","$ 415,000","2016-03-16",415000,1400,1810,0
"5767",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5009,64,NA,"B1","4142 WICKHAM AVENUE                      ","            ",10466,2,0,2,2090,1890,1965,1,"B1","$ 407,000","2015-12-09",407000,1890,2090,0
"5768",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5009,71,NA,"B1","4152 WICKHAM AVENUE                      ","            ",10466,2,0,2,2090,1890,1965,1,"B1","$ 352,000","2016-03-10",352000,1890,2090,0
"5769",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5010,23,NA,"B1","4143 ELY                                 ","            ",10466,2,0,2,2557,1606,1955,1,"B1","$ 457,600","2015-07-06",457600,1606,2557,0
"5770",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5010,24,NA,"B1","4141 ELY AVENUE                          ","            ",10466,2,0,2,2557,1540,1955,1,"B1","$ 385,000","2015-06-02",385000,1540,2557,0
"5771",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5010,25,NA,"B1","4139 ELY AVENUE                          ","            ",10466,2,0,2,2557,1606,1955,1,"B1","$ 285,000","2015-09-02",285000,1606,2557,0
"5772",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5010,32,NA,"B1","4135 ELY AVENUE                          ","            ",10466,2,0,2,2375,1690,1955,1,"B1","$ 246,000","2015-10-23",246000,1690,2375,0
"5774",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5012,2,NA,"B2","1802 PITMAN AVENUE                       ","            ",10466,2,0,2,4713,3080,1920,1,"B2","$ 400,000","2015-11-06",4e+05,3080,4713,0
"5775",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5014,64,NA,"B3","4136 ELY AVENUE                          ","            ",10466,2,0,2,2660,1801,1945,1,"B3","$ 465,000","2015-12-28",465000,1801,2660,0
"5776",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5015,68,NA,"B3","4124 GRACE AVENUE                        ","            ",10466,2,0,2,2375,2200,1960,1,"B3","$ 520,000","2015-10-29",520000,2200,2375,0
"5777",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5015,97,NA,"B1","4174 GRACE                               ","            ",10466,2,0,2,2370,1962,2007,1,"B1","$ 555,000","2015-05-15",555000,1962,2370,0
"5779",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5016,77,NA,"B3","4150 EDSON AVENUE                        ","            ",10466,2,0,2,2500,1750,1950,1,"B3","$ 371,000","2015-06-09",371000,1750,2500,0
"5780",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5019,29,NA,"B9","1967 BUSSING AVENUE                      ","            ",10466,2,0,2,1926,1863,1960,1,"B9","$ 430,000","2016-04-01",430000,1863,1926,0
"5781",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5020,76,NA,"B3","4141 DE REIMER AVENUE                    ","            ",10466,2,0,2,2375,1848,1920,1,"B3","$ 530,000","2016-02-25",530000,1848,2375,0
"5782",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5022,8,NA,"B3","4120 WILDER AVENUE                       ","            ",10466,2,0,2,2043,1887,1930,1,"B3","$ 323,000","2016-02-26",323000,1887,2043,0
"5783",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5022,83,NA,"B1","2069 EDENWALD AVENUE                     ","            ",10466,2,0,2,2500,2000,1960,1,"B1","$ 550,000","2015-11-02",550000,2000,2500,0
"5784",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5022,83,NA,"B1","2069 EDENWALD AVENUE                     ","            ",10466,2,0,2,2500,2000,1960,1,"B1","$ 325,000","2015-06-05",325000,2000,2500,0
"5785",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5023,11,NA,"B1","4225 DE REIMER AVENUE                    ","            ",10466,2,0,2,2958,2184,1950,1,"B1","$ 405,000","2015-08-24",405000,2184,2958,0
"5786",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5024,6,NA,"B1","2038 PITMAN AVENUE                       ","            ",10466,2,0,2,4117,2080,1950,1,"B1","$ 580,000","2015-11-23",580000,2080,4117,0
"5787",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5026,44,NA,"B1","4117 HILL AVENUE                         ","            ",10466,2,0,2,1892,1890,1960,1,"B1","$ 464,000","2016-01-14",464000,1890,1892,0
"5788",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5028,42,NA,"B2","4130 MONTICELLO AVENUE                   ","            ",10466,2,0,2,4750,2688,1920,1,"B2","$ 466,400","2015-05-06",466400,2688,4750,0
"5789",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5029,6,NA,"B2","2088 PITMAN AVENUE                       ","            ",10466,2,0,2,2425,1700,1925,1,"B2","$ 174,000","2016-01-22",174000,1700,2425,0
"5791",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5045,68,NA,"B3","771 WHITEHALL PL                         ","            ",10466,2,0,2,2900,2016,1910,1,"B3","$ 219,000","2015-12-14",219000,2016,2900,0
"5793",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5046,4,NA,"B2","713 EAST 237 STREET                      ","            ",10466,2,0,2,2568,2238,1925,1,"B2","$ 425,000","2016-01-29",425000,2238,2568,0
"5795",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5047,42,NA,"B3","4365 BYRON AVENUE                        ","            ",10466,2,0,2,4876,2556,1930,1,"B3","$ 527,955","2016-02-05",527955,2556,4876,0
"5796",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5048,56,NA,"B1","1704 NEREID AVENUE                       ","            ",10466,2,0,2,1800,2860,1960,1,"B1","$ 490,000","2015-07-27",490000,2860,1800,0
"5797",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5050,14,NA,"B3","4328 BOYD AVENUE                         ","            ",10466,2,0,2,2281,1996,1925,1,"B3","$ 278,000","2015-08-06",278000,1996,2281,0
"5798",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5051,21,NA,"B3","4332 GUNTHER AVENUE                      ","            ",10466,2,0,2,2435,1504,1925,1,"B3","$ 397,280","2016-01-20",397280,1504,2435,0
"5799",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5051,43,NA,"B1","4376 GUNTHER AVENUE                      ","            ",10466,2,0,2,2435,2466,2014,1,"B1","$ 687,318","2016-04-06",687318,2466,2435,0
"5802",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5056,22,NA,"B2","4346 EDSON AVENUE                        ","            ",10466,2,0,2,2317,1908,1925,1,"B2","$ 275,000","2015-07-30",275000,1908,2317,0
"5803",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5056,31,NA,"B2","4364 EDSON AVENUE                        ","            ",10466,2,0,2,2317,2430,1920,1,"B2","$ 415,000","2015-08-31",415000,2430,2317,0
"5804",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5056,37,NA,"B1","4378 EDSON AVENUE                        ","            ",10466,2,0,2,1738,2125,1965,1,"B1","$ 455,000","2015-11-06",455000,2125,1738,0
"5806",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5056,42,NA,"B1","1968 NEREID AVENUE                       ","            ",10466,2,0,2,1710,1843,1965,1,"B1","$ 286,500","2015-06-24",286500,1843,1710,0
"5810",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5058,13,NA,"B3","4320 DEREIMER                            ","            ",10466,2,0,2,1790,1152,1928,1,"B3","$ 510,000","2015-12-09",510000,1152,1790,0
"5811",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5058,13,NA,"B3","4320 DE REIMER AVENUE                    ","            ",10466,2,0,2,1790,1152,1928,1,"B3","$ 285,000","2015-07-14",285000,1152,1790,0
"5812",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5058,43,NA,"B3","2038 NEREID AVENUE                       ","            ",10466,2,0,2,1870,2068,1940,1,"B3","$ 455,000","2015-05-11",455000,2068,1870,0
"5814",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5058,160,NA,"B2","4341 WILDER AVENUE                       ","            ",10466,2,0,2,2286,1710,2005,1,"B2","$ 500,000","2015-09-02",5e+05,1710,2286,0
"5816",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5059,70,NA,"B2","4319 MURDOCK AVENUE                      ","            ",10466,2,0,2,2435,1836,1940,1,"B2","$ 340,000","2015-09-11",340000,1836,2435,0
"5817",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5066,6,NA,"B2","4412 BRONX BOULEVARD                     ","            ",10470,2,0,2,2092,3294,1920,1,"B2","$ 290,000","2016-02-23",290000,3294,2092,0
"5818",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5066,6,NA,"B2","4412 BRONX BOULEVARD                     ","            ",10470,2,0,2,2092,3294,1920,1,"B2","$ 169,000","2015-10-02",169000,3294,2092,0
"5821",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5071,27,NA,"B1","728 EAST 239                             ","            ",10466,2,0,2,2431,2048,1901,1,"B1","$ 360,000","2015-05-08",360000,2048,2431,0
"5822",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5071,41,NA,"B3","4445 BYRON AVE                           ","            ",10466,2,0,2,1656,1636,1940,1,"B3","$ 170,000","2015-09-17",170000,1636,1656,0
"5823",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5075,8,NA,"B1","605 EAST 239TH STREET                    ","            ",10470,2,0,2,2000,2800,1960,1,"B1","$ 520,000","2015-10-05",520000,2800,2000,0
"5825",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5078,64,NA,"B1","4617 CARPENTER AVENUE                    ","            ",10470,2,0,2,2375,2375,1920,1,"B1","$ 450,500","2015-06-04",450500,2375,2375,0
"5826",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5081,44,NA,"B3","4558 RICHARDSON AVENUE                   ","            ",10470,2,0,2,4994,1936,1910,1,"B3","$ 580,000","2016-02-29",580000,1936,4994,0
"5828",2,"WAKEFIELD                ","02  TWO FAMILY DWELLINGS                    ","1",5084,54,NA,"B3","4575 FURMAN AVENUE                       ","            ",10470,2,0,2,2602,1336,1905,1,"B3","$ 145,000","2016-02-25",145000,1336,2602,0
