"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"6174",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15659,7,NA,"B2","13-54 PINSON STREET"," ",11691," 2 "," -   "," 2 "," 6,250 "," 1,914 ",1931,1,"B2"," $200,000 ","7/21/2016",2e+05,1914,6250,0
"6177",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15662,5,NA,"B3","1347 CHANDLER STREET"," ",11691," 2 "," -   "," 2 "," 3,149 "," 1,880 ",1930,1,"B3"," $371,000 ","11/30/2016",371000,1880,3149,0
"6178",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15663,86,NA,"B2","13-67 MCBRIDE STREET"," ",11691," 2 "," -   "," 2 "," 6,713 "," 1,716 ",1915,1,"B2"," $219,000 ","2/11/2016",219000,1716,6713,0
"6179",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15664,20,NA,"B3","13-18 EGGERT PLACE"," ",11691," 2 "," -   "," 2 "," 2,500 "," 2,592 ",1920,1,"B3"," $500,000 ","10/7/2016",5e+05,2592,2500,0
"6182",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15664,121,NA,"B3","1325 GIPSON STREET"," ",11691," 2 "," -   "," 2 "," 10,350 "," 2,330 ",1915,1,"B3"," $285,000 ","10/13/2016",285000,2330,10350,0
"6183",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15665,86,NA,"B3","1401 EGGERT PL"," ",11691," 2 "," -   "," 2 "," 7,500 "," 2,402 ",1920,1,"B3"," $455,000 ","2/16/2016",455000,2402,7500,0
"6184",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15670,5,NA,"B2","23-68 MOTT AVENUE"," ",11691," 2 "," -   "," 2 "," 2,923 "," 2,068 ",1960,1,"B2"," $200,000 ","4/6/2016",2e+05,2068,2923,0
"6186",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15670,24,NA,"B2","23-98 MOTT AVENUE"," ",11691," 2 "," -   "," 2 "," 2,000 "," 2,064 ",1940,1,"B2"," $220,000 ","1/19/2017",220000,2064,2000,0
"6189",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15691,14,NA,"B3","13-26 BAY 25 STREET"," ",11691," 2 "," -   "," 2 "," 7,133 "," 2,935 ",1920,1,"B3"," $420,000 ","6/22/2016",420000,2935,7133,0
"6191",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15709,1,NA,"B1","2202 LORETTA ROAD"," ",11691," 2 "," -   "," 2 "," 2,316 "," 1,504 ",1940,1,"B1"," $406,000 ","12/7/2016",406000,1504,2316,0
"6192",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15709,13,NA,"B9","22-26 LORETTA ROAD"," ",11691," 2 "," -   "," 2 "," 14,680 "," 2,214 ",1995,1,"B1"," $568,000 ","10/14/2016",568000,2214,14680,0
"6193",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15709,83,NA,"B3","1116 BEACH CHANNEL DRIVE"," ",11691," 2 "," -   "," 2 "," 5,602 "," 1,756 ",1920,1,"B3"," $225,000 ","12/9/2016",225000,1756,5602,0
"6194",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15711,12,NA,"B3","11-16 MCBRIDE STREET"," ",11691," 2 "," -   "," 2 "," 4,302 "," 2,784 ",1920,1,"B3"," $290,000 ","4/19/2016",290000,2784,4302,0
"6196",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15714,161,NA,"B2","10-23 DELIA COURT"," ",11691," 2 "," -   "," 2 "," 3,422 "," 2,358 ",1997,1,"B2"," $476,100 ","5/31/2016",476100,2358,3422,0
"6197",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15716,51,NA,"B1","11-19 GIPSON STREET"," ",11691," 2 "," -   "," 2 "," 1,815 "," 2,180 ",2006,1,"B1"," $335,000 ","1/5/2017",335000,2180,1815,0
"6199",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15720,54,NA,"B3","25-15 BAYSWATER AVENUE"," ",11691," 2 "," -   "," 2 "," 4,631 "," 2,304 ",1960,1,"B3"," $505,000 ","9/8/2016",505000,2304,4631,0
"6200",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15720,88,NA,"B1","1111 BAY 25TH STREET"," ",0," 2 "," -   "," 2 "," 4,000 "," 2,070 ",2006,1,"B1"," $145,000 ","4/15/2016",145000,2070,4000,0
"6201",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15721,54,NA,"B3","27-34 COLDSPRING ROAD"," ",11691," 2 "," -   "," 2 "," 6,138 "," 1,620 ",1950,1,"B3"," $210,000 ","3/17/2016",210000,1620,6138,0
"6202",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15724,18,NA,"B2","1239 WATERVIEW STREET"," ",11691," 2 "," -   "," 2 "," 4,000 "," 2,187 ",1970,1,"B2"," $540,000 ","7/11/2016",540000,2187,4000,0
"6203",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15728,96,NA,"B2","32-24 HEALY AVENUE"," ",11691," 2 "," -   "," 2 "," 3,600 "," 2,450 ",1950,1,"B2"," $535,000 ","4/15/2016",535000,2450,3600,0
"6204",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15737,22,NA,"B3","25-27 OCEAN CREST BLVD"," ",11691," 2 "," -   "," 2 "," 9,403 "," 2,740 ",1920,1,"B3"," $445,000 ","6/2/2016",445000,2740,9403,0
"6205",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15737,26,NA,"B2","25-23 OCEAN CREST BLVD"," ",11691," 2 "," -   "," 2 "," 4,272 "," 2,964 ",1988,1,"B2"," $525,000 ","1/30/2017",525000,2964,4272,0
"6206",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15737,28,NA,"B2","25-19 OCEANCREST"," ",11691," 2 "," -   "," 2 "," 2,451 "," 2,664 ",1988,1,"B2"," $349,830 ","8/9/2016",349830,2664,2451,0
"6208",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15738,72,NA,"B2","29-21 MARTIN COURT"," ",11691," 2 "," -   "," 2 "," 3,132 "," 2,000 ",1995,1,"B2"," $319,410 ","4/22/2016",319410,2000,3132,0
"6209",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15738,76,NA,"B2","29-27 MARTIN COURT"," ",11691," 2 "," -   "," 2 "," 3,132 "," 1,980 ",1995,1,"B2"," $350,000 ","7/18/2016",350000,1980,3132,0
"6214",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15742,21,NA,"B3","843 HARTMAN LANE"," ",11691," 2 "," -   "," 2 "," 3,998 "," 2,937 ",1955,1,"B3"," $487,500 ","6/21/2016",487500,2937,3998,0
"6216",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15744,55,NA,"B2","29-20 BEACH CHANNEL DRIVE"," ",11691," 2 "," -   "," 2 "," 3,681 "," 2,930 ",1950,1,"B2"," $215,000 ","7/20/2016",215000,2930,3681,0
"6217",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15752,48,NA,"B2","22-43 CORNAGA AVENUE"," ",11691," 2 "," -   "," 2 "," 3,689 "," 2,320 ",2005,1,"B2"," $450,000 ","11/28/2016",450000,2320,3689,0
"6218",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15754,43,NA,"B2","23-34 OCEAN CREST BLVD"," ",11691," 2 "," -   "," 2 "," 3,358 "," 2,116 ",1955,1,"B2"," $479,000 ","5/23/2016",479000,2116,3358,0
"6219",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15759,43,NA,"B2","24-46 BEACH CHANNEL DRIVE"," ",11691," 2 "," -   "," 2 "," 2,750 "," 2,100 ",2002,1,"B2"," $510,000 ","3/4/2016",510000,2100,2750,0
"6220",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15760,9,NA,"B3","518 BEACH 21 STREET"," ",11691," 2 "," -   "," 2 "," 6,110 "," 2,012 ",1910,1,"B3"," $172,000 ","11/11/2016",172000,2012,6110,0
"6225",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15764,31,NA,"B2","591 GRASSMERE TERRACE"," ",11691," 2 "," -   "," 2 "," 4,656 "," 1,732 ",1960,1,"B2"," $525,000 ","8/22/2016",525000,1732,4656,0
"6226",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15770,48,NA,"B2","407 FERNSIDE PLACE"," ",11691," 2 "," -   "," 2 "," 4,548 "," 2,904 ",1960,1,"B2"," $113,915 ","10/7/2016",113915,2904,4548,0
"6227",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15771,54,NA,"B2","465 BEACH 22 STREET"," ",11691," 2 "," -   "," 2 "," 3,301 "," 2,208 ",2000,1,"B2"," $302,000 ","3/8/2016",302000,2208,3301,0
"6231",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15776,1,NA,"B2","382 BEACH 25 STREET"," ",11691," 2 "," -   "," 2 "," 2,497 "," 1,632 ",1940,1,"B2"," $210,000 ","2/2/2016",210000,1632,2497,0
"6232",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15776,14,NA,"B2","2419 DEERFIELD RD"," ",11691," 2 "," -   "," 2 "," 1,883 "," 1,832 ",2006,1,"B2"," $429,000 ","8/8/2016",429000,1832,1883,0
"6238",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15788,20,NA,"B2","2949 FAR ROCKAWAY BLVD"," ",11691," 2 "," -   "," 2 "," 1,499 "," 2,620 ",2011,1,"B2"," $359,970 ","2/26/2016",359970,2620,1499,0
"6239",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15789,34,NA,"B3","25-06 COLLIER AVENUE"," ",11691," 2 "," -   "," 2 "," 4,777 "," 2,847 ",1920,1,"B3"," $499,000 ","9/21/2016",499000,2847,4777,0
"6240",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15790,14,NA,"B2","25-10 DEERFIELD ROAD"," ",11691," 2 "," -   "," 2 "," 3,142 "," 2,640 ",1999,1,"B2"," $500,000 ","3/8/2016",5e+05,2640,3142,0
"6241",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15794,5,NA,"B2","418 BEACH 30 STREET"," ",11691," 2 "," -   "," 2 "," 1,900 "," 2,727 ",1994,1,"B2"," $370,000 ","7/22/2016",370000,2727,1900,0
"6244",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15800,23,NA,"B3","25-26 CAMP ROAD"," ",11691," 2 "," -   "," 2 "," 3,349 "," 2,033 ",1930,1,"B3"," $270,000 ","8/23/2016",270000,2033,3349,0
"6246",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15807,34,NA,"B2","208A BEACH 32ND STREET"," ",11691," 2 "," -   "," 2 "," 1,445 "," 1,800 ",2004,1,"B2"," $350,000 ","9/20/2016",350000,1800,1445,0
"6248",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15807,35,NA,"B2","214 BEACH 32 STREET"," ",11691," 2 "," -   "," 2 "," 2,890 "," 2,376 ",1920,1,"B2"," $320,000 ","5/18/2016",320000,2376,2890,0
"6250",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15808,2,NA,"B2","31-15 SEAGIRT AVENUE"," ",11691," 2 "," -   "," 2 "," 1,775 "," 1,780 ",2003,1,"B2"," $329,500 ","4/19/2016",329500,1780,1775,0
"6251",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15808,59,NA,"B1","30-14 LEWMAY ROAD"," ",11691," 2 "," -   "," 2 "," 2,000 "," 1,800 ",2004,1,"B1"," $250,000 ","5/5/2016",250000,1800,2000,0
"6252",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15808,109,NA,"B2","3101 SEAGIRT AVENUE"," ",11691," 2 "," -   "," 2 "," 1,775 "," 1,780 ",2003,1,"B2"," $250,000 ","11/4/2016",250000,1780,1775,0
"6253",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15817,41,NA,"B1","176 BEACH 26 STREET"," ",11691," 2 "," -   "," 2 "," 9,800 "," 2,431 ",2007,1,"B1"," $260,000 ","11/16/2016",260000,2431,9800,0
"6254",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15817,70,NA,"B9","183 BEACH 25TH STREET"," ",11691," 2 "," -   "," 2 "," 2,450 "," 630 ",1910,1,"B9"," $170,000 ","1/10/2017",170000,630,2450,0
"6255",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15817,74,NA,"B9","177 BEACH 25"," ",11691," 2 "," -   "," 2 "," 2,450 "," 525 ",1910,1,"B9"," $180,000 ","11/14/2016",180000,525,2450,0
"6256",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15818,89,NA,"B1","122 BEACH 27 STREET"," ",11691," 2 "," -   "," 2 "," 1,760 "," 2,844 ",2002,1,"B1"," $105,000 ","6/16/2016",105000,2844,1760,0
"6257",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15818,91,NA,"B1","128 BEACH 27TH STREET"," ",11691," 2 "," -   "," 2 "," 2,400 "," 2,844 ",2002,1,"B2"," $316,000 ","12/20/2016",316000,2844,2400,0
"6261",4,"FAR ROCKAWAY","02 TWO FAMILY DWELLINGS                    ","1",15823,30,NA,"B2","12 BEACH 32 STREET"," ",11691," 2 "," -   "," 2 "," 1,841 "," 1,400 ",1931,1,"B2"," $160,000 ","11/10/2016",160000,1400,1841,0
"6262",4,"FAR ROCKAWAY","03 THREE FAMILY DWELLINGS                  ","1",15526,13,NA,"C0","13-90 BEACH CHANNEL DRIVE"," ",11691," 3 "," -   "," 3 "," 1,488 "," 2,520 ",2006,1,"C0"," $360,000 ","11/10/2016",360000,2520,1488,0
"6263",4,"FAR ROCKAWAY","03 THREE FAMILY DWELLINGS                  ","1",15527,6,NA,"C0","13-54 BEACH CHANNEL DRIVE"," ",11691," 3 "," -   "," 3 "," 9,212 "," 3,129 ",1920,1,"C0"," $375,000 ","5/27/2016",375000,3129,9212,0
"6264",4,"FAR ROCKAWAY","03 THREE FAMILY DWELLINGS                  ","1",15528,15,NA,"C0","21-09 DIX AVENUE"," ",11691," 3 "," -   "," 3 "," 1,818 "," 3,135 ",2006,1,"C0"," $235,000 ","4/22/2016",235000,3135,1818,0
"6267",4,"FAR ROCKAWAY","03 THREE FAMILY DWELLINGS                  ","1",15566,34,NA,"C0","19-09 NEW HAVEN AVENUE"," ",11691," 3 "," -   "," 3 "," 2,750 "," 3,120 ",2006,1,"C0"," $650,000 ","9/16/2016",650000,3120,2750,0
"6269",4,"FAR ROCKAWAY","03 THREE FAMILY DWELLINGS                  ","1",15664,108,NA,"C0","13-49 GIPSON STREET"," ",11691," 3 "," -   "," 3 "," 6,900 "," 3,121 ",1910,1,"C0"," $550,000 ","9/8/2016",550000,3121,6900,0
"6271",4,"FAR ROCKAWAY","03 THREE FAMILY DWELLINGS                  ","1",15711,18,NA,"C0","11-22 MCBRIDE STREET"," ",11691," 3 "," -   "," 3 "," 2,730 "," 3,600 ",2006,1,"C0"," $350,000 ","2/25/2016",350000,3600,2730,0
"6272",4,"FAR ROCKAWAY","03 THREE FAMILY DWELLINGS                  ","1",15714,131,NA,"C0","10-37 MCBRIDE"," ",11691," 3 "," -   "," 3 "," 2,610 "," 1,850 ",2005,1,"C0"," $420,000 ","1/10/2017",420000,1850,2610,0
"6274",4,"FAR ROCKAWAY","03 THREE FAMILY DWELLINGS                  ","1",15752,49,NA,"C0","2239 CORNAGA AVENUE"," ",11691," 3 "," -   "," 3 "," 11,400 "," 3,806 ",1920,1,"C0"," $360,000 ","7/13/2016",360000,3806,11400,0
"6275",4,"FAR ROCKAWAY","03 THREE FAMILY DWELLINGS                  ","1",15759,37,NA,"C0","24-32 BEACH CHANNEL DRIVE"," ",11691," 3 "," -   "," 3 "," 1,468 "," 1,680 ",2006,1,"C0"," $888,744 ","9/27/2016",888744,1680,1468,0
"6276",4,"FAR ROCKAWAY","03 THREE FAMILY DWELLINGS                  ","1",15762,40,NA,"C0","626 GRASSMERE TERRACE"," ",11691," 3 "," -   "," 3 "," 1,968 "," 3,444 ",2005,1,"C0"," $532,000 ","4/11/2016",532000,3444,1968,0
"6277",4,"FAR ROCKAWAY","03 THREE FAMILY DWELLINGS                  ","1",15762,41,NA,"C0","628 GRASSMERE TERRACE"," ",11691," 3 "," -   "," 3 "," 1,968 "," 3,444 ",2005,1,"C0"," $300,000 ","6/30/2016",3e+05,3444,1968,0
"6278",4,"FAR ROCKAWAY","03 THREE FAMILY DWELLINGS                  ","1",15762,48,NA,"C0","640 GRASSMERE TERRACE"," ",11691," 3 "," -   "," 3 "," 1,455 "," 3,444 ",2005,1,"C0"," $585,000 ","11/15/2016",585000,3444,1455,0
"6279",4,"FAR ROCKAWAY","03 THREE FAMILY DWELLINGS                  ","1",15786,101,NA,"C0","28-14 BROOKHAVEN AVENUE"," ",11691," 3 "," -   "," 3 "," 3,567 "," 2,352 ",1970,1,"C0"," $410,000 ","6/28/2016",410000,2352,3567,0
"6280",4,"FAR ROCKAWAY","03 THREE FAMILY DWELLINGS                  ","1",15804,24,NA,"C0","205 BEACH 28 STREET"," ",11691," 3 "," -   "," 3 "," 2,048 "," 3,042 ",2006,1,"C0"," $468,000 ","5/16/2016",468000,3042,2048,0
"6281",4,"FAR ROCKAWAY","03 THREE FAMILY DWELLINGS                  ","1",15807,1,NA,"C0","232 BEACH 32ND STREET"," ",11691," 3 "," -   "," 3 "," 1,718 "," 2,760 ",2004,1,"C0"," $450,000 ","12/2/2016",450000,2760,1718,0
"6282",4,"FAR ROCKAWAY","03 THREE FAMILY DWELLINGS                  ","1",15807,12,NA,"C0","227 BEACH 31TH STREET"," ",11691," 3 "," -   "," 3 "," 2,000 "," 3,225 ",2005,1,"C0"," $241,500 ","3/30/2016",241500,3225,2000,0
"6283",4,"FAR ROCKAWAY","03 THREE FAMILY DWELLINGS                  ","1",15807,12,NA,"C0","227 BEACH 31ST STREET"," ",11691," 3 "," -   "," 3 "," 2,000 "," 3,225 ",2005,1,"C0"," $241,500 ","3/30/2016",241500,3225,2000,0
"6284",4,"FAR ROCKAWAY","03 THREE FAMILY DWELLINGS                  ","1",15807,13,NA,"C0","226 BEACH 32 STREET"," ",11691," 3 "," -   "," 3 "," 1,708 "," 2,760 ",2004,1,"C0"," $370,000 ","6/29/2016",370000,2760,1708,0
"6285",4,"FAR ROCKAWAY","03 THREE FAMILY DWELLINGS                  ","1",15807,122,NA,"C0","209 BEACH 31ST STREET"," ",11691," 3 "," -   "," 3 "," 1,824 "," 2,772 ",2002,1,"C0"," $320,000 ","8/25/2016",320000,2772,1824,0
"6286",4,"FAR ROCKAWAY","03 THREE FAMILY DWELLINGS                  ","1",15808,23,NA,"C0","29-21 SEAGIRT AVENUE"," ",11691," 3 "," -   "," 3 "," 2,141 "," 3,180 ",2004,1,"C0"," $141,750 ","4/12/2016",141750,3180,2141,0
"6287",4,"FAR ROCKAWAY","03 THREE FAMILY DWELLINGS                  ","1",15818,160,NA,"C0","153 BEACH 26 STREET"," ",11691," 3 "," -   "," 3 "," 2,246 "," 3,519 ",2003,1,"C0"," $400,000 ","3/15/2016",4e+05,3519,2246,0
"6288",4,"FAR ROCKAWAY","03 THREE FAMILY DWELLINGS                  ","1",15818,161,NA,"C0","151 BEACH 26TH STREET"," ",11691," 3 "," -   "," 3 "," 2,246 "," 3,519 ",2003,1,"C0"," $365,040 ","4/21/2016",365040,3519,2246,0
"6289",4,"FAR ROCKAWAY","03 THREE FAMILY DWELLINGS                  ","1",15823,133,NA,"C0","31-05 LEWMAY ROAD"," ",11691," 3 "," -   "," 3 "," 1,266 "," 2,475 ",2003,1,"C0"," $444,098 ","9/21/2016",444098,2475,1266,0
"6561",4,"FLORAL PARK","01 ONE FAMILY DWELLINGS                    ","1",8673,4,NA,"A2","270-08 UNION TURNPIKE"," ",11040," 1 "," -   "," 1 "," 4,960 "," 1,469 ",1945,1,"A2"," $640,000 ","10/17/2016",640000,1469,4960,0
"6563",4,"FLORAL PARK","01 ONE FAMILY DWELLINGS                    ","1",8679,64,NA,"A2","77-15 262 STREET"," ",11004," 1 "," -   "," 1 "," 5,000 "," 1,408 ",1955,1,"A2"," $620,000 ","3/11/2016",620000,1408,5000,0
"6564",4,"FLORAL PARK","01 ONE FAMILY DWELLINGS                    ","1",8680,63,NA,"A2","263-03 79TH   AVENUE"," ",11004," 1 "," -   "," 1 "," 5,000 "," 1,420 ",1960,1,"A2"," $650,000 ","9/19/2016",650000,1420,5000,0
"6565",4,"FLORAL PARK","01 ONE FAMILY DWELLINGS                    ","1",8681,68,NA,"A2","78-27 264TH   STREET"," ",11004," 1 "," -   "," 1 "," 4,000 "," 896 ",1950,1,"A2"," $589,000 ","6/2/2016",589000,896,4000,0
"6566",4,"FLORAL PARK","01 ONE FAMILY DWELLINGS                    ","1",8684,6,NA,"A2","267-18 78TH   AVENUE"," ",11004," 1 "," -   "," 1 "," 5,000 "," 1,140 ",1950,1,"A2"," $405,000 ","4/8/2016",405000,1140,5000,0
"6569",4,"FLORAL PARK","01 ONE FAMILY DWELLINGS                    ","1",8686,17,NA,"A1","78-26 270TH   STREET"," ",11040," 1 "," -   "," 1 "," 6,000 "," 1,495 ",1950,1,"A1"," $975,000 ","2/26/2016",975000,1495,6000,0
"6570",4,"FLORAL PARK","01 ONE FAMILY DWELLINGS                    ","1",8686,28,NA,"A2","78-48 270TH   STREET"," ",11040," 1 "," -   "," 1 "," 6,000 "," 949 ",1950,1,"A2"," $690,000 ","6/2/2016",690000,949,6000,0
"6571",4,"FLORAL PARK","01 ONE FAMILY DWELLINGS                    ","1",8686,46,NA,"A2","78-39 269TH STREET"," ",11040," 1 "," -   "," 1 "," 4,000 "," 949 ",1950,1,"A1"," $703,000 ","7/27/2016",703000,949,4000,0
"6573",4,"FLORAL PARK","01 ONE FAMILY DWELLINGS                    ","1",8687,14,NA,"A1","78-18 271 STREET"," ",11040," 1 "," -   "," 1 "," 4,000 "," 1,925 ",1955,1,"A1"," $838,000 ","12/29/2016",838000,1925,4000,0
"6574",4,"FLORAL PARK","01 ONE FAMILY DWELLINGS                    ","1",8692,23,NA,"A2","79-16 256TH   STREET"," ",11004," 1 "," -   "," 1 "," 5,000 "," 1,140 ",1945,1,"A2"," $440,000 ","3/1/2016",440000,1140,5000,0
"6575",4,"FLORAL PARK","01 ONE FAMILY DWELLINGS                    ","1",8692,25,NA,"A2","79-20 256TH   STREET"," ",11004," 1 "," -   "," 1 "," 5,000 "," 1,100 ",1945,1,"A2"," $554,000 ","4/12/2016",554000,1100,5000,0
"6577",4,"FLORAL PARK","01 ONE FAMILY DWELLINGS                    ","1",8699,1,NA,"A2","79-57 262ND   STREET"," ",11004," 1 "," -   "," 1 "," 5,000 "," 1,140 ",1950,1,"A2"," $620,000 ","8/31/2016",620000,1140,5000,0
"6580",4,"FLORAL PARK","01 ONE FAMILY DWELLINGS                    ","1",8701,24,NA,"A2","79-11 264TH   STREET"," ",11004," 1 "," -   "," 1 "," 4,000 "," 905 ",1950,1,"A2"," $510,000 ","5/26/2016",510000,905,4000,0
"6581",4,"FLORAL PARK","01 ONE FAMILY DWELLINGS                    ","1",8702,119,NA,"A2","79-31 265TH STREET"," ",11004," 1 "," -   "," 1 "," 4,000 "," 1,125 ",1950,1,"A2"," $575,000 ","4/28/2016",575000,1125,4000,0
"6582",4,"FLORAL PARK","01 ONE FAMILY DWELLINGS                    ","1",8702,128,NA,"A1","79-11 265TH   STREET"," ",11004," 1 "," -   "," 1 "," 4,000 "," 2,184 ",1950,1,"A1"," $685,000 ","2/17/2016",685000,2184,4000,0
"6583",4,"FLORAL PARK","01 ONE FAMILY DWELLINGS                    ","1",8703,313,NA,"A2","79-45 266TH"," ",11004," 1 "," -   "," 1 "," 4,600 "," 1,000 ",1950,1,"A2"," $385,000 ","11/23/2016",385000,1000,4600,0
"6584",4,"FLORAL PARK","01 ONE FAMILY DWELLINGS                    ","1",8705,327,NA,"A2","79-19 268TH STREET"," ",11004," 1 "," -   "," 1 "," 4,000 "," 1,385 ",1950,1,"A2"," $668,000 ","9/1/2016",668000,1385,4000,0
"6585",4,"FLORAL PARK","01 ONE FAMILY DWELLINGS                    ","1",8705,349,NA,"A2","79-26 269TH ST."," ",11040," 1 "," -   "," 1 "," 4,000 "," 1,023 ",1950,1,"A2"," $510,000 ","4/21/2016",510000,1023,4000,0
"6586",4,"FLORAL PARK","01 ONE FAMILY DWELLINGS                    ","1",8705,351,NA,"A2","79-30 269TH STREET"," ",11040," 1 "," -   "," 1 "," 4,000 "," 1,023 ",1950,1,"A2"," $602,000 ","9/2/2016",602000,1023,4000,0
"6588",4,"FLORAL PARK","01 ONE FAMILY DWELLINGS                    ","1",8706,6,NA,"A2","79-04 270TH   STREET"," ",11040," 1 "," -   "," 1 "," 5,000 "," 1,194 ",1950,1,"A2"," $610,000 ","6/17/2016",610000,1194,5000,0
"6590",4,"FLORAL PARK","01 ONE FAMILY DWELLINGS                    ","1",8708,62,NA,"A2","79-35 LANGDALE STREET"," ",11040," 1 "," -   "," 1 "," 4,000 "," 1,009 ",1950,1,"A2"," $565,000 ","10/27/2016",565000,1009,4000,0
"6592",4,"FLORAL PARK","01 ONE FAMILY DWELLINGS                    ","1",8711,16,NA,"A2","80-33 255TH   STREET"," ",11004," 1 "," -   "," 1 "," 4,000 "," 1,230 ",1950,1,"A2"," $480,000 ","7/18/2016",480000,1230,4000,0
"6593",4,"FLORAL PARK","01 ONE FAMILY DWELLINGS                    ","1",8711,61,NA,"A0","80-58 256TH   STREET"," ",11004," 1 "," -   "," 1 "," 5,000 "," 1,140 ",1950,1,"A0"," $395,000 ","2/22/2016",395000,1140,5000,0
"6595",4,"FLORAL PARK","01 ONE FAMILY DWELLINGS                    ","1",8713,17,NA,"A2","80-44 258TH   STREET"," ",11004," 1 "," -   "," 1 "," 4,000 "," 1,044 ",1950,1,"A2"," $540,000 ","6/9/2016",540000,1044,4000,0
"6596",4,"FLORAL PARK","01 ONE FAMILY DWELLINGS                    ","1",8713,60,NA,"A2","80-47 257TH ST"," ",11004," 1 "," -   "," 1 "," 4,000 "," 1,182 ",1945,1,"A2"," $626,000 ","6/21/2016",626000,1182,4000,0
"6597",4,"FLORAL PARK","01 ONE FAMILY DWELLINGS                    ","1",8713,64,NA,"A2","80-55 257TH   STREET"," ",11004," 1 "," -   "," 1 "," 4,000 "," 1,362 ",1945,1,"A2"," $570,000 ","4/29/2016",570000,1362,4000,0
